query_id,question,schema,query
22,What are the themes of farm competitions sorted by year in ascending order?,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT theme, year FROM farm_competition ORDER BY year ASC"
23,"Return the themes of farm competitions, sorted by year ascending.","{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT theme 
FROM farm_competition 
ORDER BY year ASC"
24,What is the average number of working horses of farms with more than 5000 total number of horses?,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT AVG(working_horses) 
FROM farm 
WHERE total_horses > 5000"
25,Give the average number of working horses on farms with more than 5000 total horses.,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT AVG(working_horses) 
FROM farm 
WHERE total_horses > 5000"
26,What are the maximum and minimum number of cows across all farms.,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT MAX(cows), MIN(cows) FROM farm"
27,Return the maximum and minimum number of cows across all farms.,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT MAX(cows), MIN(cows) FROM farm"
28,How many different statuses do cities have?,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}",SELECT COUNT(DISTINCT status) FROM city
29,Count the number of different statuses.,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}",SELECT COUNT(DISTINCT status) FROM city
30,List official names of cities in descending order of population.,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}",SELECT official name FROM city ORDER BY population DESC
31,"What are the official names of cities, ordered descending by population?","{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}",SELECT official name FROM city ORDER BY population DESC
32,List the official name and status of the city with the largest population.,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT official name, status FROM city ORDER BY population DESC LIMIT 1"
33,What is the official name and status of the city with the most residents?,"{'column_names': [[-1, '*'], [0, 'city id'], [0, 'official name'], [0, 'status'], [0, 'area km 2'], [0, 'population'], [0, 'census ranking'], [1, 'farm id'], [1, 'year'], [1, 'total horses'], [1, 'working horses'], [1, 'total cattle'], [1, 'oxen'], [1, 'bulls'], [1, 'cows'], [1, 'pigs'], [1, 'sheep and goats'], [2, 'competition id'], [2, 'year'], [2, 'theme'], [2, 'host city id'], [2, 'hosts'], [3, 'competition id'], [3, 'farm id'], [3, 'rank']], 'column_names_original': [[-1, '*'], [0, 'City_ID'], [0, 'Official_Name'], [0, 'Status'], [0, 'Area_km_2'], [0, 'Population'], [0, 'Census_Ranking'], [1, 'Farm_ID'], [1, 'Year'], [1, 'Total_Horses'], [1, 'Working_Horses'], [1, 'Total_Cattle'], [1, 'Oxen'], [1, 'Bulls'], [1, 'Cows'], [1, 'Pigs'], [1, 'Sheep_and_Goats'], [2, 'Competition_ID'], [2, 'Year'], [2, 'Theme'], [2, 'Host_city_ID'], [2, 'Hosts'], [3, 'Competition_ID'], [3, 'Farm_ID'], [3, 'Rank']], 'column_types': ['text', 'number', 'text', 'text', 'number', 'number', 'text', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'text', 'number', 'text', 'number', 'number', 'number'], 'db_id': 'farm', 'foreign_keys': [[20, 1], [23, 7], [22, 17]], 'primary_keys': [1, 7, 17, 22], 'table_names': ['city', 'farm', 'farm competition', 'competition record'], 'table_names_original': ['city', 'farm', 'farm_competition', 'competition_record']}","SELECT official name, status FROM city WHERE population = (SELECT MAX(population) FROM city)"
